language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.273333333,-0.215833333,1,0,0,1.236,gr_flag,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,0.008294931,-0.424423963,1,0,0,2.135,cont_gr,1,66.291,0.351152074,-0.451152074,1,0,0,next_trial_button,0,0,0,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,1,3.648,0.396313364,-0.412442396,1,0,0,next_trial_button,0,1,1,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,6,6.356,0.347465438,-0.386635945,1,0,0,next_trial_button,0,2,2,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,10,2.882,0.457142857,-0.429953917,1,0,0,next_trial_button,0,3,3,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,10,3.036,0.386175115,-0.424423963,1,0,0,next_trial_button,0,4,4,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,10,2.885,0.374193548,-0.430875576,1,0,0,next_trial_button,0,5,5,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,1,4.316,0.323502304,-0.398617512,1,0,0,next_trial_button,0,6,6,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,10,3.551,0.4,-0.418894009,1,0,0,next_trial_button,0,7,7,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,gr,gr,gr,f,55,,2021-08-31_19h00.09.170,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,1085,1920,1200,,,,,,,,1,4.728,0.361290323,-0.398617512,1,0,0,next_trial_button,0,8,8,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
